ts	imei	mwra	p.android.packageinstaller	p.android.documentsui	p.android.chrome	p.android.settings	p.android.externalstorage	p.system	p.android.gm	p.browser.provider	p.katana	p.android.vending	p.notifier	p.android.gms	p.process.gapps	p.simulator	p.android.defcontainer	p.olauncher	p.google	p.inputmethod.latin	p.dogalize	p.gms.persistent
2018-05-07 10:19:00	359043379931766320	1.00000	11.05594	10.29149	15.12628	11.30187	8.37111	13.09594	15.28347	62.62674	48.66842	45.17370	67.69545	39.54237	92.82237	88.27061	21.93256	26.44506	27.23430	7.51616	60.66155	18.34777
2018-05-07 10:20:00	3590433799317661255	0.00000	15.37226	15.64195	9.91035	14.54910	12.37315	14.50995	7.18302	22.80560	70.07308	55.35254	49.01956	50.05949	68.73443	85.43575	29.57279	11.79867	31.15756	64.01419	79.21980	99.65398
2018-05-07 10:21:00	8630330696303481370	0.00000	12.33176	9.19722	10.41662	9.11857	15.68105	14.46245	13.55915	60.75448	54.37661	38.53535	71.01551	57.77794	9.88074	54.26078	88.25845	68.03335	9.57969	84.55745	89.28017	48.70798
2018-05-07 10:22:00	863033069630348537	1.00000	11.74044	8.94172	15.52746	8.87679	9.66122	10.68732	16.24516	59.16070	56.65059	44.56676	47.38882	52.95445	2.90441	70.54426	45.31396	34.75395	14.65201	40.82916	55.26728	4.18913
2018-05-07 10:23:00	359043379931766502	1.00000	10.52495	7.44222	10.13567	11.01140	9.64071	16.45273	5.41223	40.34954	58.69718	66.51896	48.69534	59.51267	40.25620	53.44629	64.11420	9.25626	97.43310	86.93261	13.12814	33.13909
2018-05-07 10:24:00	3590433799317661859	1.00000	12.21879	9.17745	13.98740	8.69727	8.42237	11.53308	16.16182	48.58672	15.97642	45.17885	55.90741	45.19784	53.36877	81.03735	84.51825	56.38337	52.77610	26.46059	28.05756	72.69166
2018-05-07 10:25:00	8630330696303481255	0.00000	12.19921	15.61938	8.86929	14.03676	12.69239	16.29466	14.71823	62.15671	72.29551	35.09407	67.60735	54.40198	40.17461	62.72397	82.09056	49.15410	52.76369	52.96723	87.82152	47.54476
2018-05-07 10:26:00	8630330696303481156	1.00000	9.42838	11.25750	8.86256	13.93025	8.12296	12.39893	7.21408	58.78715	38.77267	31.36002	74.17302	50.79907	17.80103	53.18359	0.06873	7.89698	69.47405	42.86216	77.65089	68.97532
2018-05-07 10:27:00	8630330696303481719	1.00000	9.49402	10.46989	14.20848	12.29247	6.56548	12.66333	12.52544	26.69357	68.70267	74.75096	55.88662	60.89050	85.34605	43.71639	74.26118	3.85458	6.01496	94.31808	47.10641	39.07088
2018-05-07 10:28:00	8630330696303481701	0.00000	16.46423	13.01778	12.92680	13.75397	13.32796	14.56536	10.90943	48.97264	40.57109	46.68349	49.31186	62.28652	76.83541	20.79033	21.25754	75.92570	16.74033	77.83459	79.17269	76.00434
2018-05-07 10:29:00	3590433799317661800	0.00000	11.09990	8.66313	15.73642	13.46202	5.29110	13.20587	14.44181	54.54838	42.24384	59.82605	48.49955	32.38432	46.48937	40.45366	16.27607	32.19495	52.56313	83.89432	86.34638	33.08196
2018-05-07 10:30:00	8630330696303481289	1.00000	13.34865	11.04165	14.94187	10.75708	9.29677	13.85463	13.74938	28.71568	51.03294	31.16511	43.43100	53.67690	44.01064	38.79016	24.88054	17.91898	94.49495	39.52183	83.52530	20.41755
2018-05-07 10:31:00	863033069630348388	1.00000	15.02340	10.23826	7.29630	11.68024	13.99092	12.50355	11.72744	76.42611	51.14033	42.06473	31.18009	47.78232	5.82894	40.08953	82.31909	58.56480	77.40501	72.05155	94.83106	96.70515
2018-05-07 10:32:00	8630330696303481123	0.00000	7.22163	10.46151	12.00347	13.86485	14.43660	11.88359	15.51600	35.62770	65.52162	49.43257	54.10356	63.45992	11.71474	34.90593	35.72586	2.16979	64.06338	37.80500	85.53784	91.17228
2018-05-07 10:33:00	359043379931766627	0.00000	14.52556	10.62915	12.00709	10.98103	14.81371	13.16023	11.07417	51.24948	67.90545	65.30899	32.47634	61.88959	33.49369	5.03899	23.78264	48.76405	85.70019	21.77313	73.70442	47.45778
2018-05-07 10:34:00	8630330696303481206	0.00000	10.87092	14.04806	10.23605	14.02005	12.05104	13.38822	13.77407	38.10928	36.50705	38.82078	70.99454	51.12691	66.41828	49.00854	29.34792	15.36694	66.85309	80.77052	4.64374	49.94014
2018-05-07 10:35:00	3590433799317661586	0.00000	13.09043	13.98088	8.90225	15.18554	14.74416	10.57152	12.19109	26.92484	45.32597	42.61584	70.80875	48.85853	94.04608	79.80271	58.77415	66.86518	48.62668	43.11263	56.93341	44.53564
2018-05-07 10:36:00	3590433799317661560	1.00000	14.91453	7.96257	12.36360	10.05656	10.71704	15.70954	14.24683	62.80458	53.43707	57.60141	62.16284	57.20375	75.80632	92.03410	56.93377	61.39646	23.25991	88.16455	20.33630	75.42256
2018-05-07 10:37:00	359043379931766197	1.00000	14.49171	10.34396	5.99413	12.49451	10.31752	12.38604	11.83760	46.98819	45.47810	71.62570	43.58485	46.40571	80.47889	69.26948	23.64076	13.50985	76.17762	42.06308	97.35444	26.73061
2018-05-07 10:38:00	3590433799317662279	1.00000	13.34896	9.10262	11.75327	12.99361	9.10248	13.52585	9.33167	56.40444	57.37022	71.94033	49.25054	45.74082	59.26091	14.29237	0.82392	5.42666	85.17213	93.50074	78.77403	70.49990
2018-05-07 10:39:00	8630330696303481669	0.00000	12.30766	10.32412	10.29464	15.85511	12.29124	11.62501	8.87057	59.48577	42.47644	45.33620	44.98722	59.47546	55.38758	65.62662	47.16365	66.44344	42.04521	51.78602	64.95055	66.73964
2018-05-07 10:40:00	8630330696303481842	0.00000	11.32335	13.26862	10.69212	11.49322	13.09597	13.09317	14.78508	76.00060	59.70645	22.81167	48.58552	50.02558	15.03591	66.03319	95.39253	35.18958	69.60949	78.50208	2.36947	80.81160
2018-05-07 10:41:00	8630330696303481743	1.00000	8.48568	8.83206	14.89453	13.76527	8.87579	13.36421	15.21868	46.95851	86.90692	55.59644	63.18270	48.37279	60.42924	9.83778	24.15277	90.63342	32.27285	94.35627	77.69221	38.31433
2018-05-07 10:42:00	359043379931766551	0.00000	10.88553	13.94220	7.60191	9.15529	8.06676	17.63989	6.04547	43.40024	44.52420	54.67862	41.80068	35.75668	29.43813	38.98873	1.61308	78.13927	84.28960	77.71524	52.34450	45.18714
2018-05-07 10:43:00	359043379931766064	1.00000	14.72829	12.27648	8.31166	13.42794	7.22245	15.64228	9.29206	44.28363	42.09960	47.77292	68.31902	37.69574	42.39999	79.86940	71.96160	53.50516	81.46951	46.33265	26.52664	23.56187
2018-05-07 10:44:00	3590433799317662279	0.00000	10.57702	13.38307	10.87690	9.13065	10.04719	13.12105	9.99820	48.62941	62.79560	54.30398	77.35146	46.70371	1.93068	24.22441	43.51290	90.65191	29.44893	26.30355	84.34042	68.65054
2018-05-07 10:45:00	3590433799317661537	1.00000	12.87917	9.80906	10.52441	7.67438	11.76909	12.69259	11.89385	49.18520	29.56206	57.61386	45.15191	56.55078	59.22622	20.02120	17.55123	77.76906	38.31841	66.52692	29.83396	44.92521
2018-05-07 10:46:00	8630330696303481727	1.00000	16.26134	6.95426	9.93895	14.54574	13.81017	10.93164	14.25717	74.88970	51.86338	67.24362	59.58984	68.74971	14.78748	99.68243	85.95553	80.59299	47.90700	31.51260	69.44672	55.44328
2018-05-07 10:47:00	3590433799317661677	0.00000	13.31239	13.76286	10.72090	14.30473	14.21473	12.75180	12.49165	55.02011	54.98214	45.89233	51.86270	62.28788	92.62669	82.23009	39.76077	95.19792	49.02753	19.54335	65.14223	56.24316
2018-05-07 10:48:00	8630330696303482055	1.00000	13.80073	10.37520	8.92413	12.97936	11.11480	13.06452	9.66415	62.20723	63.07990	67.46774	58.12711	33.81346	84.74430	69.68690	30.86562	94.79565	8.99704	79.05404	51.89356	71.35989
2018-05-07 10:49:00	863033069630348081	0.00000	12.09766	12.06195	12.29220	8.85166	8.98137	11.84689	10.86939	37.80149	54.13613	66.60402	82.92935	54.23480	38.26335	69.67102	79.54983	59.56353	0.35511	20.68974	4.07414	26.60704
2018-05-07 10:50:00	8630330696303481693	0.00000	12.56393	14.17909	8.72627	11.68526	12.59017	14.28839	16.02122	53.47858	39.81547	57.21572	44.31869	22.69156	67.81475	34.97135	93.81248	30.42019	70.90372	68.83452	97.89266	1.37093
2018-05-07 10:51:00	8630330696303481685	1.00000	16.98562	10.24708	13.30485	8.25751	8.40599	15.27759	13.34167	56.14464	49.64407	37.31092	58.30325	64.55312	15.11721	89.64290	78.06971	87.64255	82.72147	96.86170	44.35627	75.68126
2018-05-07 10:52:00	8630330696303482303	1.00000	12.14327	13.26149	4.61289	9.53923	9.20178	15.19694	8.18754	32.57288	20.81773	29.71637	53.91146	43.36668	10.23933	54.60871	98.36873	75.76451	22.64189	11.21077	18.26584	1.11853
2018-05-07 10:53:00	359043379931766908	1.00000	13.85655	8.34786	11.01181	11.73628	14.58356	13.67708	10.66007	28.76556	42.61479	51.36074	39.18176	43.54453	38.84675	55.70266	71.62858	79.44452	58.07736	38.99197	62.25183	2.89030
2018-05-07 10:54:00	3590433799317661354	1.00000	12.27427	9.53760	12.29042	15.23522	6.49490	13.47265	6.14887	35.12297	40.81019	34.57693	42.67116	61.98460	17.51305	55.15087	61.45386	6.68407	35.90502	92.30756	74.71203	69.16060
2018-05-07 10:55:00	359043379931766791	1.00000	16.87055	7.82770	10.96616	18.13468	8.96677	11.87550	12.34572	32.33929	67.39016	41.68154	68.89653	40.96513	2.12882	67.24792	87.14894	3.41691	75.77171	63.18284	84.00018	42.71773
2018-05-07 10:56:00	8630330696303481974	0.00000	12.32803	10.67600	8.91139	14.62816	13.89331	12.43245	12.12589	70.13944	65.57902	41.34529	63.89551	54.69915	53.62343	57.36692	19.23672	45.14252	26.96980	72.90646	86.43105	83.18393
2018-05-07 10:57:00	359043379931766411	1.00000	15.31182	9.81088	12.74506	7.57754	11.89121	10.98664	11.33368	34.52087	66.88234	54.45264	44.08486	50.71581	40.37790	38.91663	55.61592	84.48342	70.44927	48.75249	7.27113	41.87124
2018-05-07 10:58:00	863033069630348420	0.00000	12.03221	14.41282	7.20141	18.63970	15.83351	13.00473	10.80722	51.36065	60.17712	73.12884	58.72123	36.78516	86.03195	58.99771	10.26504	79.00029	42.12727	33.18666	97.98276	8.45078
2018-05-07 10:59:00	863033069630348271	1.00000	12.41773	9.47243	6.54095	12.38003	6.18832	13.00154	8.45312	45.79039	40.62194	46.25486	52.38676	43.11609	87.68310	26.14184	54.94189	25.26536	50.99685	27.08465	28.49301	94.05179
2018-05-07 11:00:00	3590433799317661461	0.00000	12.69075	13.39390	7.37440	12.82045	13.59104	10.74991	8.64318	43.05828	59.58935	50.97959	48.71669	45.51500	91.46167	31.56611	47.57096	98.82011	59.84467	72.53185	56.70231	15.42539
2018-05-07 11:01:00	8630330696303481545	0.00000	13.76932	9.66570	13.29411	9.26815	8.16896	14.18705	16.07674	44.92823	57.77073	39.64260	59.78572	34.85113	21.95573	74.02646	62.87489	51.60893	22.03730	96.38451	71.12487	11.82583
2018-05-07 11:02:00	3590433799317662444	1.00000	15.17225	11.38731	7.23599	13.31543	8.74428	12.49185	6.70918	51.17632	55.00721	31.73834	35.84270	48.81588	11.11410	28.52887	39.92289	68.86703	52.51502	24.43179	62.97037	54.18445
2018-05-07 11:03:00	359043379931766510	1.00000	15.11304	9.73696	6.06867	13.89474	6.36495	9.49173	10.01553	27.80052	50.81889	52.65079	63.36054	61.59554	33.83969	18.84389	34.36976	60.07207	50.48180	63.12998	19.80161	18.10887
2018-05-07 11:04:00	359043379931766866	1.00000	12.71043	9.03169	11.91549	15.04623	11.88205	12.23662	10.25505	44.41310	46.39258	32.00844	63.15439	48.99181	47.49271	43.03813	31.11685	10.42063	84.99995	47.62293	65.78317	3.56287
2018-05-07 11:05:00	863033069630348404	0.00000	13.79723	13.34637	10.64117	14.38433	12.32635	14.77364	9.50005	49.44249	62.55435	47.38990	46.33672	34.34842	67.57971	63.29940	40.67160	75.50879	32.66078	82.52104	37.25537	3.83133
2018-05-07 11:06:00	3590433799317662360	1.00000	11.66737	11.06088	15.45740	15.81983	13.66796	15.17606	11.21963	24.82332	41.94023	34.21405	50.37086	38.60629	51.73025	36.94161	9.35824	35.41755	16.53141	83.86775	27.17277	6.93179
2018-05-07 11:07:00	8630330696303481644	1.00000	12.36009	8.09575	9.95471	14.82185	13.77747	13.69130	5.11706	36.75936	46.53540	66.84408	64.76775	54.18602	96.21893	52.92995	84.61634	69.32582	34.79520	57.34927	95.47957	91.67073
2018-05-07 11:08:00	8630330696303481289	1.00000	12.06016	9.09090	13.00097	11.60885	8.69086	12.17487	11.93491	48.43324	39.38524	59.02338	67.60906	61.42723	41.80763	16.14913	85.67807	88.88663	97.67777	11.50893	14.70690	27.03246
2018-05-07 11:09:00	359043379931766098	1.00000	11.60050	8.10159	15.76954	11.19108	7.22748	11.85927	14.40406	33.17142	53.83663	40.57669	68.57503	52.88737	30.90063	92.83191	10.44420	62.74176	72.48499	30.34201	18.30461	11.99468
2018-05-07 11:10:00	3590433799317661198	1.00000	9.44667	12.50054	13.61204	17.94178	8.39376	13.81159	6.06882	43.73588	61.68780	60.81992	55.59066	30.74401	47.84158	82.20777	19.86765	71.82900	61.70323	62.85138	77.40420	17.97225
2018-05-07 11:11:00	863033069630348925	0.00000	9.31193	10.54128	7.30554	13.06803	13.02852	16.07785	14.70516	39.10023	42.46785	33.43663	56.10611	58.42541	6.03271	66.50475	86.69827	22.15096	58.25060	64.98100	22.76431	22.09913
2018-05-07 11:12:00	3590433799317662311	0.00000	10.85980	14.88468	8.38391	13.63921	15.16428	15.20085	15.50035	37.55454	70.48742	64.69717	59.98416	33.38939	86.47507	43.25582	48.84056	2.26607	0.46515	45.68872	58.47278	49.50029
2018-05-07 11:13:00	8630330696303481412	1.00000	14.89123	8.44749	10.42953	10.78123	12.84884	16.75533	11.79729	53.91051	50.91745	46.73185	55.80386	26.76988	69.17993	49.76084	84.97853	76.56755	82.77961	8.45156	42.56738	67.32142
2018-05-07 11:14:00	3590433799317661388	0.00000	11.88267	12.16358	11.17688	10.85619	16.93288	15.35723	13.17285	47.64532	32.58697	50.80658	54.47785	25.72061	53.36591	33.49840	92.73565	82.84466	91.51459	95.03688	89.25987	71.31171
2018-05-07 11:15:00	3590433799317661297	1.00000	13.17432	9.75032	10.85748	10.92941	10.51208	16.27083	13.16961	52.79908	45.70148	56.48027	54.70820	69.09531	95.40616	69.94852	30.48981	47.52596	69.27063	53.91642	37.11364	92.97514
2018-05-07 11:16:00	8630330696303481057	0.00000	7.25969	14.94428	11.53048	11.68798	13.38842	13.45522	11.07462	54.58265	32.58241	70.70949	55.44278	33.02268	31.51213	26.25911	89.56269	39.78880	98.16872	10.02377	59.15956	31.20196
2018-05-07 11:17:00	8630330696303481362	1.00000	12.01259	11.30370	7.85066	9.82474	8.13978	17.33704	7.35884	62.60840	30.87208	65.06923	52.17603	44.61281	40.47394	99.00060	86.28363	46.40280	83.15979	12.02113	67.72490	75.87510
2018-05-07 11:18:00	359043379931766551	1.00000	11.97701	9.88071	9.80762	16.61028	11.13873	12.20683	8.13353	25.15504	60.51406	59.62608	43.42789	32.27597	56.87751	74.97227	60.27238	21.35823	84.21988	3.10090	32.65479	98.87386
2018-05-07 11:19:00	863033069630348792	1.00000	12.85013	10.67858	10.30676	13.66462	8.32037	10.54312	9.37770	53.22352	36.63164	48.90882	38.59059	52.71315	17.69778	64.80313	26.97979	76.51057	93.54776	33.29974	21.59871	7.43543
2018-05-07 11:20:00	8630330696303482162	0.00000	14.50723	5.06076	9.04822	14.48059	10.08550	13.89902	9.82128	69.18674	53.46421	58.84447	36.25348	59.31353	66.71650	75.89250	2.99889	9.41898	27.39848	42.09618	61.50781	9.75988
2018-05-07 11:21:00	359043379931766221	1.00000	11.35600	15.24004	8.94975	11.42330	12.25638	13.87575	10.22458	63.72281	57.22071	57.90985	59.87981	53.96522	61.47424	41.51795	80.40768	89.87064	1.77836	7.67260	30.03597	49.15531
2018-05-07 11:22:00	3590433799317661297	1.00000	13.25679	13.69721	13.78477	7.39792	7.77898	10.79389	11.48398	47.96750	45.73964	58.69987	56.74628	50.46241	88.72101	72.90485	25.34373	6.72739	9.87025	72.84340	60.03126	10.74373
2018-05-07 11:23:00	8630330696303482014	1.00000	14.42155	5.77320	14.10526	12.31395	10.73397	17.03434	14.23054	39.59698	69.48131	44.59081	45.43734	57.35276	9.32121	29.81812	75.16986	31.26147	33.01210	49.43831	53.27100	54.92570
2018-05-07 11:24:00	3590433799317661149	0.00000	14.40516	8.71555	8.12673	16.20931	12.90655	10.85000	12.92352	74.63153	37.78844	48.07210	57.36982	64.65475	72.68080	24.33136	32.41139	0.10409	29.80188	56.09592	75.72480	55.66356
2018-05-07 11:25:00	8630330696303481172	1.00000	16.26348	7.87379	10.66419	13.08094	7.98041	12.69715	11.41064	58.78885	55.11561	41.55477	47.78619	46.49140	64.84025	3.05968	69.26000	8.25402	74.50457	70.12889	99.78956	22.86812
2018-05-07 11:26:00	8630330696303481594	1.00000	13.57527	11.15366	14.76868	8.18480	8.13479	13.10130	14.16745	55.72296	54.07315	40.53040	50.04156	61.28775	63.64375	34.87130	4.43095	73.89597	43.41902	39.05996	40.64348	93.28539
2018-05-07 11:27:00	8630330696303481396	1.00000	12.44611	8.53160	12.29817	16.08000	12.59116	12.68013	12.07589	49.98275	46.96592	60.33818	79.79043	30.81705	54.05235	31.40583	57.86664	16.90151	43.35579	12.02055	2.30591	59.36945
2018-05-07 11:28:00	359043379931766056	0.00000	7.18964	17.45667	11.86141	13.57354	14.56926	10.78287	14.61222	49.38280	35.31818	37.10395	44.49794	46.18967	86.66700	26.10473	69.69381	87.56053	35.59457	81.00057	72.07936	35.55869
2018-05-07 11:29:00	3590433799317662253	1.00000	12.39606	13.76376	11.90180	10.27568	9.98289	14.34394	10.16189	52.79475	58.59767	46.22213	54.08021	48.52938	74.58090	70.23458	0.89863	47.89408	69.63876	93.90272	12.91742	75.88786
2018-05-07 11:30:00	359043379931766734	1.00000	12.69033	10.14715	7.82364	14.30784	9.17488	14.30639	5.40712	67.49049	44.87271	43.44666	56.08674	49.79063	89.48964	2.51106	92.15269	20.94472	76.15860	92.50501	2.48252	19.81900
2018-05-07 11:31:00	3590433799317662139	0.00000	14.09716	13.47625	9.86468	12.51203	11.36426	15.47981	9.15762	73.71401	72.58724	42.29652	59.85951	41.12638	28.52424	29.92898	55.18088	87.09994	48.46987	72.10547	55.57693	9.53063
2018-05-07 11:32:00	8630330696303482303	1.00000	13.45419	10.30948	11.21971	16.88444	8.88301	12.69640	6.47266	41.40705	55.97441	42.02956	58.34401	47.89314	89.80841	4.78281	76.77932	55.52930	13.15263	86.38771	43.20423	73.74758
2018-05-07 11:33:00	359043379931766361	1.00000	14.26733	10.54788	12.02595	17.64481	9.04213	13.98567	7.97663	40.78540	52.21151	41.68751	65.41838	61.19365	51.06792	66.50497	2.51744	18.35129	8.42692	49.35847	14.86861	52.81507
2018-05-07 11:34:00	8630330696303481412	1.00000	12.20002	12.30159	10.61661	10.82716	11.35044	17.79730	12.51211	34.28911	33.13016	58.74117	52.81029	42.80909	5.57302	76.42349	37.10272	3.08901	92.05630	54.09196	57.31304	59.52458
2018-05-07 11:35:00	863033069630348768	1.00000	13.36479	11.42183	8.30344	13.71408	11.27357	15.21016	7.63804	55.22987	55.16723	51.82781	48.93587	55.32345	53.66825	33.83813	68.33657	90.48523	40.48447	57.98156	25.80354	6.30189
2018-05-07 11:36:00	3590433799317662279	1.00000	16.95523	9.44535	11.03802	13.40135	11.75443	12.72582	12.11973	32.85287	65.29096	44.43405	47.40765	58.55799	41.00178	41.34770	91.05878	10.48382	38.95941	85.12410	59.75541	19.93807
2018-05-07 11:37:00	359043379931766197	1.00000	12.95369	11.07110	8.05960	10.75965	10.59339	14.11090	8.83543	55.33217	65.70219	61.43064	62.45973	15.19066	17.47139	77.84293	55.29717	54.99322	44.85951	64.56020	2.19761	46.78780
2018-05-07 11:38:00	8630330696303481180	1.00000	15.84701	11.01515	9.22429	15.66739	16.54216	11.18466	11.51949	51.22832	40.81845	43.61624	70.27600	33.60427	68.30487	90.20597	17.47699	21.09922	31.51461	51.82935	60.17315	32.81598
2018-05-07 11:39:00	359043379931766692	1.00000	13.30604	14.24775	9.40502	10.97894	13.38608	14.37644	6.33138	55.52374	55.02531	70.89759	85.71397	61.28272	72.21074	32.15769	83.86062	39.12066	58.69400	15.24161	65.38982	35.58801
2018-05-07 11:40:00	863033069630348693	1.00000	12.04633	6.35239	15.60949	14.74786	8.95373	15.10433	15.33402	38.15022	49.77414	61.00438	57.11576	46.95444	4.43751	65.86338	16.93793	61.45609	21.59430	39.34032	31.18495	42.52804
2018-05-07 11:41:00	359043379931766130	1.00000	13.34323	9.04440	10.09259	11.81270	11.72771	17.86661	13.85793	51.31366	49.77572	63.85074	54.77117	34.45435	38.97732	9.05214	90.15241	13.77396	28.49656	73.24545	90.20370	96.51815
2018-05-07 11:42:00	8630330696303481834	1.00000	13.23110	9.68864	8.58630	8.56466	10.42043	13.94539	13.19942	52.42895	64.55470	46.64292	68.43032	40.02954	28.79816	78.12872	1.03945	66.12495	56.45674	37.59431	2.74771	6.88733
2018-05-07 11:43:00	8630330696303482022	1.00000	8.78349	12.07701	9.10207	14.24466	15.29242	13.80892	14.39215	63.08454	56.61962	36.32825	47.65955	52.93413	7.21564	57.56651	72.68440	97.03253	85.28334	81.88865	17.39068	12.92197
2018-05-07 11:44:00	8630330696303481677	1.00000	12.24613	11.63554	8.35783	13.96978	6.84505	14.36820	9.94156	33.22823	61.94061	59.15613	40.93067	36.81077	0.17001	91.02147	15.88371	82.08122	11.76963	95.99450	13.38208	10.69235
2018-05-07 11:45:00	359043379931766411	0.00000	7.53697	12.17358	9.86922	13.74478	12.02053	12.18165	11.60240	52.31228	53.16666	76.04146	42.60580	58.14766	50.72653	19.11817	34.90320	47.56995	63.58771	54.78376	52.79450	59.84599
2018-05-07 11:46:00	359043379931766668	1.00000	14.76469	10.86544	14.84979	10.58807	7.90135	15.72925	14.16489	60.49859	33.01131	38.67818	69.00796	29.63290	60.94124	33.39501	47.71174	59.41079	89.86278	36.53779	48.64896	54.31518
2018-05-07 11:47:00	3590433799317662063	1.00000	14.27641	11.06002	5.26701	10.85597	10.81652	13.65740	10.55662	31.45367	47.55676	53.53029	75.47373	43.55134	87.11369	8.77985	0.36807	42.81184	17.89210	47.43292	15.21007	4.85425
2018-05-07 11:48:00	8630330696303482337	0.00000	12.84226	12.74182	9.29080	12.67014	8.66317	15.69035	10.68717	65.18439	53.46325	40.36585	52.82505	38.98483	95.86126	25.19475	63.87653	6.58503	88.50883	30.69032	75.38076	59.19678
2018-05-07 11:49:00	863033069630348057	1.00000	14.07393	9.26755	13.46082	10.01887	8.03586	13.52413	13.12337	48.93249	67.69619	58.75997	50.56358	55.28192	9.64754	91.21717	30.79729	88.10497	29.62469	72.88938	90.97137	84.75007
2018-05-07 11:50:00	359043379931766569	0.00000	7.33675	12.71904	9.99690	13.86112	15.09258	13.63798	10.49515	61.27752	67.28711	52.37020	59.03328	33.21192	60.15444	17.70143	61.63735	37.80245	85.54035	2.36583	88.28912	69.65529
2018-05-07 11:51:00	3590433799317661115	1.00000	15.76092	5.75669	9.56321	15.22223	16.05862	11.06120	13.10353	50.81468	65.05446	59.65941	62.72059	33.17575	44.13170	51.55692	84.93385	79.37813	72.10963	70.31329	41.44204	47.50005
2018-05-07 11:52:00	8630330696303481610	1.00000	13.21330	12.33868	15.56748	8.78890	9.48420	12.51153	13.89219	61.56507	35.82263	64.97591	43.84201	29.31368	23.97847	99.12503	65.38138	11.23561	65.14330	51.98414	56.02359	22.33291
2018-05-07 11:53:00	8630330696303482436	1.00000	18.88995	6.09663	12.56460	10.47605	11.19950	15.46654	10.78902	48.28276	35.49271	28.32627	51.01069	56.06264	31.25198	74.09067	82.75207	70.78140	42.03030	71.03002	52.12880	23.21586
2018-05-07 11:54:00	8630330696303481495	1.00000	12.93583	10.43355	11.42552	13.81663	14.59762	13.51268	9.96491	47.80218	29.03881	42.37342	41.40188	70.23860	21.76220	22.59520	85.16211	82.08558	8.73118	98.29278	28.13078	15.11835
2018-05-07 11:55:00	3590433799317661925	1.00000	10.27958	11.56443	7.47261	12.51365	7.75673	11.46965	9.74254	63.43445	25.54513	33.05217	64.00613	51.23783	97.57800	92.47551	50.43703	94.15685	13.32379	34.33185	2.66808	47.34536
2018-05-07 11:56:00	3590433799317662402	1.00000	12.30536	11.58803	11.49606	16.83071	9.44138	12.59779	10.26702	44.07511	77.62545	50.16557	52.75260	50.98882	45.04539	49.37343	19.53253	46.93066	76.44016	4.10166	25.20091	80.27553
2018-05-07 11:57:00	863033069630348107	0.00000	8.43766	14.25722	10.15045	13.69134	11.04325	11.75293	14.71382	44.03382	80.93912	41.04913	39.90239	43.93337	81.63502	75.33334	54.25164	39.02744	17.35667	62.41152	69.37444	20.33642
2018-05-07 11:58:00	3590433799317661081	0.00000	16.92772	10.85951	11.95824	12.46459	14.51100	10.28895	11.01297	58.91228	33.11624	66.69572	91.35797	68.57093	54.64181	52.14959	29.35448	86.23141	78.50005	32.88770	59.85642	56.29492
2018-05-07 11:59:00	8630330696303481537	1.00000	13.80342	10.57225	7.89359	11.33110	9.52082	13.01920	12.90653	45.67612	69.86840	55.51090	63.15963	62.07348	3.19286	89.63118	71.14865	89.66197	75.90781	10.00719	47.89168	76.47245
2018-05-07 12:00:00	3590433799317661586	0.00000	6.66057	13.84080	10.32080	14.04922	14.53227	10.14158	14.08293	56.99220	35.58806	63.68430	33.91008	41.66439	65.25415	76.30462	84.87595	84.64854	82.70907	75.88148	26.34334	95.68849
2018-05-07 12:01:00	3590433799317661198	1.00000	13.08809	9.32811	6.26907	14.28675	8.10681	10.81076	7.47633	71.50109	50.08062	40.51624	45.71890	52.63022	40.43492	3.50905	16.42219	31.06261	93.62450	11.83254	20.80361	14.95302
2018-05-07 12:02:00	3590433799317661701	1.00000	12.37000	11.00399	7.16503	12.27338	7.92367	13.82549	8.02481	39.40352	46.45140	49.55661	59.45587	46.49341	37.59715	73.23675	25.21597	16.65107	37.07176	60.89101	49.71006	75.47872
2018-05-07 12:03:00	8630330696303481156	0.00000	17.13548	14.11293	13.74877	15.31593	14.80442	11.96891	12.25501	67.52301	72.15797	71.27099	59.64607	32.73835	14.48936	21.26594	32.15598	73.18950	75.65395	75.35744	98.62766	7.89417
2018-05-07 12:04:00	359043379931766353	1.00000	12.49521	7.27788	11.84666	11.32657	13.88243	13.05581	13.40915	54.08452	48.86152	24.55948	50.82223	73.25092	68.40979	87.73671	55.02018	83.08065	57.92308	73.25969	58.12118	68.52600
2018-05-07 12:05:00	8630330696303482022	0.00000	9.34550	13.56825	9.04606	12.48478	13.50498	12.15255	16.20147	47.65585	53.16375	22.21292	40.98104	63.24261	67.16809	98.67994	63.00890	47.67131	40.63608	40.64012	55.22866	98.07054
2018-05-07 12:06:00	3590433799317662139	1.00000	11.21900	8.73055	16.85132	11.88218	8.77880	13.78917	16.87627	47.96022	56.04745	48.43557	43.27307	39.42024	51.95881	55.91152	83.40284	61.49407	68.37158	4.91342	71.56825	82.96674
2018-05-07 12:07:00	8630330696303481529	0.00000	14.18755	11.36963	11.78157	11.63418	11.70131	15.85587	12.19516	44.42196	59.30704	59.39906	50.83493	42.12350	21.53461	35.53217	68.63116	53.66009	14.57099	93.29059	20.88123	35.04171
2018-05-07 12:08:00	863033069630348644	0.00000	14.96465	10.37428	6.96616	14.25695	12.84643	12.35209	8.33531	61.89174	65.02488	75.04355	56.14131	36.34245	39.51487	69.55836	42.61711	34.21736	97.19283	4.81055	97.35539	17.61997
