latitude	longitude	store_name	code	location	imei
40.64621	-73.97069	Kensington	US	America/New_York	3590433799317661362
6.95194	121.96361	Recodo	PH	Asia/Manila	3590433799317662402
-3.14306	-58.44417	Itacoatiara	BR	America/Manaus	359043379931766643
44.75874	19.21437	Bijeljina	BA	Europe/Sarajevo	8630330696303481164
-19.32556	-41.25528	Resplendor	BR	America/Sao_Paulo	359043379931766973
38.45598	48.87498	Astara	AZ	Asia/Baku	3590433799317661230
41.27621	-72.86843	East Haven	US	America/New_York	8630330696303481214
42.8139	-1.64295	Segundo Ensanche	ES	Europe/Madrid	359043379931766239
50.75767	-1.5443	Lymington	GB	Europe/London	8630330696303482089
43.67681	4.63031	Arles	FR	Europe/Paris	3590433799317662048
64.5635	39.8302	Severodvinsk	RU	Europe/Moscow	359043379931766981
38.70734	-77.02303	Fort Washington	US	America/New_York	863033069630348016
23.9028	89.11943	Kushtia	BD	Asia/Dhaka	863033069630348263
49.41029	38.15035	Svatove	UA	Europe/Zaporozhye	8630330696303481578
61.78491	34.34691	Petrozavodsk	RU	Europe/Moscow	359043379931766452
50.511002	14.150558	Terezín	CZ	Europe/Prague	8630330696303482337
3.31332	117.59152	Tarakan	ID	Asia/Makassar	863033069630348149
52.21099	7.02238	Gronau	DE	Europe/Berlin	3590433799317661149
13.44581	101.18445	Phanat Nikhom	TH	Asia/Bangkok	359043379931766981
18.65297	-72.09391	Thomazeau	HT	America/Port-au-Prince	863033069630348081
57.97472	33.2525	Valday	RU	Europe/Moscow	3590433799317661933
15.45144	78.14797	Betamcherla	IN	Asia/Kolkata	8630330696303481461
33.93113	-117.54866	Norco	US	America/Los_Angeles	863033069630348164
43.11667	1.6	Pamiers	FR	Europe/Paris	863033069630348545
6.8485	3.64633	Shagamu	NG	Africa/Lagos	359043379931766619
53.63333	9.85	Halstenbek	DE	Europe/Berlin	3590433799317661677
38.13708	41.00817	Silvan	TR	Europe/Istanbul	8630330696303481081
15.45144	78.14797	Betamcherla	IN	Asia/Kolkata	863033069630348636
38.96667	-0.18333	Gandia	ES	Europe/Madrid	8630330696303481727
33.3213	130.94098	Hita	JP	Asia/Tokyo	3590433799317662113
-7.01833	107.60389	Pameungpeuk	ID	Asia/Jakarta	3590433799317662139
4.02219	101.02083	Teluk Intan	MY	Asia/Kuala_Lumpur	359043379931766478
-5.41667	38.01667	Chanika	TZ	Africa/Dar_es_Salaam	863033069630348487
3.51667	11.5	Mbalmayo	CM	Africa/Douala	863033069630348677
34.8825	128.62667	Sinhyeon	KR	Asia/Seoul	359043379931766635
43.61058	1.33467	Colomiers	FR	Europe/Paris	3590433799317662014
51.35084	-1.99421	Devizes	GB	Europe/London	8630330696303481214
48.21644	9.02596	Albstadt	DE	Europe/Berlin	8630330696303481412
12.37169	123.62494	Masbate	PH	Asia/Manila	359043379931766536
51.88333	8.51667	Verl	DE	Europe/Berlin	863033069630348172
-23.85972	35.34722	Maxixe	MZ	Africa/Maputo	359043379931766304
11.8659	34.3869	Ar Ruseris	SD	Africa/Khartoum	8630330696303481164
-33.75881	150.99292	Baulkham Hills	AU	Australia/Sydney	8630330696303482352
-24.19436	29.00974	Mokopane	ZA	Africa/Johannesburg	8630330696303481925
48.77644	2.29026	Sceaux	FR	Europe/Paris	359043379931766023
43.61058	1.33467	Colomiers	FR	Europe/Paris	8630330696303481321
-16.25	-69.08333	Yunguyo	PE	America/Lima	359043379931766924
35.95664	36.7138	Binnish	SY	Asia/Damascus	3590433799317662154
51.65333	5.2875	Vught	NL	Europe/Amsterdam	3590433799317661198
-3.5403	118.9707	Majene	ID	Asia/Makassar	3590433799317661446
58.7002	59.4839	Kachkanar	RU	Asia/Yekaterinburg	8630330696303481255
-8.66667	-35.71667	Catende	BR	America/Recife	3590433799317661263
40.37528	28.88222	Mudanya	TR	Europe/Istanbul	3590433799317661933
-7.81667	112.01667	Kediri	ID	Asia/Jakarta	3590433799317661966
39.33427	-76.43941	Middle River	US	America/New_York	8630330696303481362
-10.33333	39.28333	Nyangao	TZ	Africa/Dar_es_Salaam	3590433799317661339
36.6009	126.665	Hongseong	KR	Asia/Seoul	3590433799317661818
47.48444	36.25361	Polohy	UA	Europe/Zaporozhye	8630330696303482378
37.08819	-8.2503	Albufeira	PT	Europe/Lisbon	3590433799317661693
15.73628	75.96976	Gajendragarh	IN	Asia/Kolkata	3590433799317662493
48.975658	14.480255	České Budějovice	CZ	Europe/Prague	359043379931766049
12.04161	75.35927	Talipparamba	IN	Asia/Kolkata	863033069630348875
13.51825	99.95469	Damnoen Saduak	TH	Asia/Bangkok	359043379931766460
38.54491	-121.74052	Davis	US	America/Los_Angeles	8630330696303482477
-19.72806	-50.19556	Iturama	BR	America/Sao_Paulo	359043379931766411
27.34089	117.4831	Shaowu	CN	Asia/Shanghai	8630330696303481727
39.00622	-77.4286	Sterling	US	America/New_York	359043379931766171
7.65649	4.92235	Efon-Alaaye	NG	Africa/Lagos	8630330696303482386
51.95838	4.47124	Schiebroek	NL	Europe/Amsterdam	3590433799317661503
39.57582	-105.11221	Ken Caryl	US	America/Denver	359043379931766619
51.38673	0.30367	Hartley	GB	Europe/London	3590433799317662022
40.78206	72.34424	Andijon	UZ	Asia/Tashkent	3590433799317662279
49.144482	15.006139	Jindřichův Hradec	CZ	Europe/Prague	863033069630348313
-6.48167	106.85417	Cibinong	ID	Asia/Jakarta	8630330696303482253
-38.65333	178.00417	Gisborne	NZ	Pacific/Auckland	3590433799317661305
12.35275	121.06761	San Jose	PH	Asia/Manila	8630330696303481198
12.25282	79.41727	Gingee	IN	Asia/Kolkata	3590433799317662055
40.93121	-73.89875	Yonkers	US	America/New_York	3590433799317662261
50.511002	14.150558	Terezín	CZ	Europe/Prague	359043379931766411
48.77644	2.29026	Sceaux	FR	Europe/Paris	359043379931766254
29.53885	-95.44744	Fresno	US	America/Chicago	863033069630348792
-27.4338	-65.61427	Aguilares	AR	America/Argentina/Tucuman	8630330696303481701
43.61092	3.87723	Montpellier	FR	Europe/Paris	3590433799317661149
7.50251	5.06258	Igbara-Odo	NG	Africa/Lagos	8630330696303481461
49.820923	18.262524	Ostrava	CZ	Europe/Prague	3590433799317662147
26.2173	-80.22588	North Lauderdale	US	America/New_York	359043379931766999
38.96667	-0.18333	Gandia	ES	Europe/Madrid	863033069630348222
47.05	15.46667	Sankt Peter	AT	Europe/Vienna	3590433799317661073
41.91738	3.1631	Palafrugell	ES	Europe/Madrid	3590433799317661636
34.8825	128.62667	Sinhyeon	KR	Asia/Seoul	359043379931766411
48.52961	12.16179	Landshut	DE	Europe/Berlin	3590433799317661669
68.79833	16.54165	Harstad	NO	Europe/Oslo	863033069630348685
42.16808	-88.42814	Huntley	US	America/Chicago	3590433799317661180
22.88783	84.13864	Jashpurnagar	IN	Asia/Kolkata	359043379931766270
25.6439	77.9129	Narwar	IN	Asia/Kolkata	359043379931766247
3.02013	30.91105	Arua	UG	Africa/Kampala	8630330696303481099
33.78333	114.51667	Wacheng	CN	Asia/Shanghai	8630330696303481511
-7.01833	107.60389	Pameungpeuk	ID	Asia/Jakarta	359043379931766981
55.85	37.56667	Likhobory	RU	Europe/Moscow	3590433799317661883
-4.16694	-40.7475	Guaraciaba do Norte	BR	America/Fortaleza	3590433799317662410
48.86667	2.08333	Marly-le-Roi	FR	Europe/Paris	8630330696303482204
58.63667	59.80222	Lesnoy	RU	Asia/Yekaterinburg	863033069630348610
12.74409	-8.07257	Kati	ML	Africa/Bamako	359043379931766965
31.28092	74.85849	Patti	IN	Asia/Kolkata	8630330696303482238
4.94273	15.87735	Carnot	CF	Africa/Bangui	3590433799317662311
50.64336	7.2278	Bad Honnef	DE	Europe/Berlin	359043379931766304
14.8361	120.97844	Guyong	PH	Asia/Manila	8630330696303482386
54.52156	9.5586	Schleswig	DE	Europe/Berlin	359043379931766189
35.88264	-80.08199	Thomasville	US	America/New_York	3590433799317661925
37.49073	-2.77259	Baza	ES	Europe/Madrid	8630330696303482030
51.20219	7.36027	Radevormwald	DE	Europe/Berlin	8630330696303482303
42.7	27.25	Aytos	BG	Europe/Sofia	8630330696303481404
3.8801	-77.03116	Buenaventura	CO	America/Bogota	8630330696303481339
38.38479	-0.76773	Novelda	ES	Europe/Madrid	8630330696303481610
37.73222	115.70111	Hengshui	CN	Asia/Shanghai	359043379931766221
-7.01833	107.60389	Pameungpeuk	ID	Asia/Jakarta	8630330696303482329
40.5576	-74.28459	Woodbridge	US	America/New_York	8630330696303482238
41.0051	-73.78458	Scarsdale	US	America/New_York	8630330696303482154
30.21121	74.4818	Malaut	IN	Asia/Kolkata	359043379931766551
41.20485	-8.33147	Paredes	PT	Europe/Lisbon	863033069630348024
49.03685	8.70745	Bretten	DE	Europe/Berlin	8630330696303481933
45.50369	11.412	Montecchio Maggiore-Alte Ceccato	IT	Europe/Rome	359043379931766924
48.8765	2.18967	Rueil-Malmaison	FR	Europe/Paris	863033069630348941
52.31333	6.92917	Oldenzaal	NL	Europe/Amsterdam	3590433799317662139
43.62558	13.39954	Falconara Marittima	IT	Europe/Rome	863033069630348297
42	21.32778	Saraj	MK	Europe/Skopje	3590433799317661339
52.53048	13.29371	Charlottenburg-Nord	DE	Europe/Berlin	359043379931766734
42.8139	-1.64295	Segundo Ensanche	ES	Europe/Madrid	3590433799317661362
45.44868	-73.81669	Pointe-Claire	CA	America/Toronto	3590433799317661875
48.98693	2.44892	Gonesse	FR	Europe/Paris	359043379931766551
48.21644	9.02596	Albstadt	DE	Europe/Berlin	8630330696303481578
3.02013	30.91105	Arua	UG	Africa/Kampala	8630330696303481669
-20.88231	55.4504	Saint-Denis	RE	Indian/Reunion	3590433799317661404
30.75545	20.22625	Ajdabiya	LY	Africa/Tripoli	3590433799317661446
9.58126	8.2926	Kafanchan	NG	Africa/Lagos	359043379931766213
32.57756	71.52847	Mianwali	PK	Asia/Karachi	8630330696303481677
19.32889	-99.32556	San Lorenzo Acopilco	MX	America/Mexico_City	863033069630348081
51.39148	-0.29825	Surbiton	GB	Europe/London	3590433799317661222
-20.25333	-43.80139	Itabirito	BR	America/Sao_Paulo	359043379931766965
49.183239	15.454273	Telč	CZ	Europe/Prague	3590433799317661362
49.952431	15.268654	Kutná Hora	CZ	Europe/Prague	8630330696303481685
55.63711	37.38115	Solntsevo	RU	Europe/Moscow	863033069630348909
59.80917	30.38167	Shushary	RU	Europe/Moscow	3590433799317661867
51.67822	33.9162	Hlukhiv	UA	Europe/Kyiv	863033069630348859
-10.95817	-38.79084	Tucano	BR	America/Bahia	8630330696303481479
51.65333	5.2875	Vught	NL	Europe/Amsterdam	3590433799317661966
37.58105	29.26639	Serinhisar	TR	Europe/Istanbul	863033069630348917
56.11281	69.49015	Ishim	RU	Asia/Yekaterinburg	3590433799317661453
15.58552	102.42587	Bua Yai	TH	Asia/Bangkok	863033069630348883
32.54278	111.50861	Danjiangkou	CN	Asia/Shanghai	8630330696303481487
34.25	135.31667	Iwade	JP	Asia/Tokyo	359043379931766361
16.75973	-93.11308	Tuxtla	MX	America/Mexico_City	8630330696303481248
-7.51611	109.05389	Wangon	ID	Asia/Jakarta	8630330696303481776
51.20219	7.36027	Radevormwald	DE	Europe/Berlin	3590433799317662428
13.56667	-15.6	Farafenni	GM	Africa/Banjul	359043379931766437
47.83333	59.6	Shalqar	KZ	Asia/Aqtobe	359043379931766635
30.17746	-81.38758	Palm Valley	US	America/New_York	359043379931766262
-5.85746	144.23058	Mount Hagen	PG	Pacific/Port_Moresby	3590433799317661982
26.44931	91.61356	Rangia	IN	Asia/Kolkata	8630330696303481834
53.83333	-2.98333	Poulton-le-Fylde	GB	Europe/London	863033069630348131
-6.8	39.25	Magomeni	TZ	Africa/Dar_es_Salaam	3590433799317662220
-38.65333	178.00417	Gisborne	NZ	Pacific/Auckland	3590433799317661768
10.20898	123.758	Naga	PH	Asia/Manila	8630330696303481487
37.52487	-77.55777	Bon Air	US	America/New_York	863033069630348677
55.25	24.75	Ukmerge	LT	Europe/Vilnius	8630330696303481388
57.47908	-4.22398	Inverness	GB	Europe/London	3590433799317662303
13.56667	-15.6	Farafenni	GM	Africa/Banjul	3590433799317661610
36	139.55722	Okegawa	JP	Asia/Tokyo	3590433799317661289
33.76446	-117.79394	North Tustin	US	America/Los_Angeles	8630330696303481271
-4.5833	15.16554	Kasangulu	CD	Africa/Kinshasa	863033069630348578
7.83389	-72.47417	Villa del Rosario	CO	America/Bogota	3590433799317661370
56.85836	35.90057	Tver	RU	Europe/Moscow	3590433799317661909
35.815	139.6853	Shimotoda	JP	Asia/Tokyo	3590433799317661735
43.32686	-2.98884	Leioa	ES	Europe/Madrid	3590433799317662154
-44.39672	171.25364	Timaru	NZ	Pacific/Auckland	3590433799317662303
51.26	-2.1875	Westbury	GB	Europe/London	8630330696303481925
9.82564	78.25795	Tiruppuvanam	IN	Asia/Kolkata	3590433799317661206
43.16547	-77.70066	Gates-North Gates	US	America/New_York	3590433799317661040
39.72943	-104.83192	Aurora	US	America/Denver	3590433799317662170
29.22254	79.5286	Haldwani	IN	Asia/Kolkata	359043379931766171
-6.8048	110.8405	Kudus	ID	Asia/Jakarta	3590433799317662188
34.5624	38.28402	Tadmur	SY	Asia/Damascus	3590433799317661297
-27.76952	30.79165	Vryheid	ZA	Africa/Johannesburg	359043379931766312
47.05	15.46667	Sankt Peter	AT	Europe/Vienna	3590433799317661719
28.92694	78.23456	Bachhraon	IN	Asia/Kolkata	3590433799317662469
39.22493	42.85693	Patnos	TR	Europe/Istanbul	8630330696303481461
27.0174	49.62251	Al Jubayl	SA	Asia/Riyadh	8630330696303482337
50.86079	17.4674	Brzeg	PL	Europe/Warsaw	3590433799317661479
39.59611	27.02444	Edremit	TR	Europe/Istanbul	359043379931766619
23.5654	119.58627	Magong	TW	Asia/Taipei	3590433799317661644
22.88783	84.13864	Jashpurnagar	IN	Asia/Kolkata	8630330696303481297
51.26	-2.1875	Westbury	GB	Europe/London	359043379931766601
50.79205	-1.08593	Southsea	GB	Europe/London	3590433799317662212
34.75856	136.13108	Ueno-ebisumachi	JP	Asia/Tokyo	359043379931766759
8.48714	-13.2356	Freetown	SL	Africa/Freetown	863033069630348727
50.9803	11.32903	Weimar	DE	Europe/Berlin	359043379931766395
18.42745	-67.15407	Aguadilla	PR	America/Puerto_Rico	863033069630348354
34.61667	135.6	Yao	JP	Asia/Tokyo	8630330696303482287
37.65639	126.835	Goyang-si	KR	Asia/Seoul	359043379931766841
35.815	139.6853	Shimotoda	JP	Asia/Tokyo	8630330696303481750
52.31333	6.92917	Oldenzaal	NL	Europe/Amsterdam	863033069630348024
31.92923	34.86563	Ramla	IL	Asia/Jerusalem	863033069630348651
-8.05389	-34.88111	Recife	BR	America/Recife	359043379931766924
-27.50578	153.10236	Carindale	AU	Australia/Brisbane	3590433799317662261
22.37066	114.10479	Tsuen Wan	HK	Asia/Hong_Kong	3590433799317662279
41.72063	12.6723	Ariccia	IT	Europe/Rome	8630330696303481883
53.16167	6.76111	Hoogezand	NL	Europe/Amsterdam	359043379931766411
29.98869	122.20488	Zhoushan	CN	Asia/Shanghai	3590433799317661792
48.52961	12.16179	Landshut	DE	Europe/Berlin	3590433799317661982
6.45407	3.39467	Lagos	NG	Africa/Lagos	8630330696303481008
-28.44917	-52.2	Marau	BR	America/Sao_Paulo	3590433799317661511
52.47774	10.5511	Gifhorn	DE	Europe/Berlin	359043379931766130
22.83957	91.84128	Manikchari	BD	Asia/Dhaka	863033069630348206
52.4089	31.3237	Dobrush	BY	Europe/Minsk	359043379931766817
40.42386	-3.53261	San Fernando de Henares	ES	Europe/Madrid	863033069630348958
13.65805	102.56365	Paoy Paet	KH	Asia/Phnom_Penh	359043379931766445
38.72706	-9.24671	Carnaxide	PT	Europe/Lisbon	359043379931766858
41.55815	-73.0515	Waterbury	US	America/New_York	8630330696303482006
-8.76194	-63.90389	Porto Velho	BR	America/Porto_Velho	359043379931766114
-4.83	29.65806	Mwandiga	TZ	Africa/Dar_es_Salaam	8630330696303481230
10.98778	-74.95472	Puerto Colombia	CO	America/Bogota	8630330696303482360
54.39635	24.04142	Alytus	LT	Europe/Vilnius	3590433799317661818
11.50526	77.23826	Sathyamangalam	IN	Asia/Kolkata	3590433799317662097
52.86147	9.5926	Walsrode	DE	Europe/Berlin	8630330696303481602
-15.21194	-75.11028	Minas de Marcona	PE	America/Lima	3590433799317661347
32.57756	71.52847	Mianwali	PK	Asia/Karachi	359043379931766387
21.53889	71.57737	Gariadhar	IN	Asia/Kolkata	3590433799317661578
65.84811	24.14662	Tornio	FI	Europe/Helsinki	8630330696303481867
41.24255	-82.61573	Norwalk	US	America/New_York	863033069630348800
33.54428	-84.23381	Stockbridge	US	America/New_York	8630330696303481958
15.58552	102.42587	Bua Yai	TH	Asia/Bangkok	8630330696303482105
53.83333	-2.98333	Poulton-le-Fylde	GB	Europe/London	3590433799317661735
-34.64966	-58.38341	Barracas	AR	America/Argentina/Buenos_Aires	359043379931766270
-21.44345	-65.71875	Tupiza	BO	America/La_Paz	359043379931766841
40.60538	-73.75513	Far Rockaway	US	America/New_York	3590433799317661818
25.87972	-97.50417	Heroica Matamoros	MX	America/Matamoros	3590433799317662436
32.35126	-95.30106	Tyler	US	America/Chicago	3590433799317661123
43.61092	3.87723	Montpellier	FR	Europe/Paris	3590433799317661016
41.15612	1.10687	Reus	ES	Europe/Madrid	3590433799317662295
45.39402	9.29109	San Giuliano Milanese	IT	Europe/Rome	3590433799317661727
40.92298	14.30935	Afragola	IT	Europe/Rome	863033069630348354
35.88264	-80.08199	Thomasville	US	America/New_York	3590433799317661982
14.93333	-91.11667	Chichicastenango	GT	America/Guatemala	863033069630348446
42.7392	-84.62081	Waverly	US	America/Detroit	359043379931766874
57.47908	-4.22398	Inverness	GB	Europe/London	3590433799317661172
44.27804	-88.27205	Kaukauna	US	America/Chicago	359043379931766890
-2.13404	-79.59415	Milagro	EC	America/Guayaquil	8630330696303482196
51.78967	1.15597	Clacton-on-Sea	GB	Europe/London	359043379931766726
40.94065	-73.99681	Dumont	US	America/New_York	3590433799317661750
26.91756	-82.07842	Punta Gorda Isles	US	America/New_York	3590433799317661669
36.91023	-121.75689	Watsonville	US	America/Los_Angeles	3590433799317661818
11.00599	77.5609	Kangayam	IN	Asia/Kolkata	8630330696303481008
41.91738	3.1631	Palafrugell	ES	Europe/Madrid	8630330696303481511
39.71734	-74.96933	Sicklerville	US	America/New_York	3590433799317661487
35.82756	137.95378	Ina	JP	Asia/Tokyo	8630330696303481529
49.5099	6.74549	Losheim	DE	Europe/Berlin	863033069630348214
40.37528	28.88222	Mudanya	TR	Europe/Istanbul	863033069630348149
50.74497	3.20639	Mouscron	BE	Europe/Brussels	3590433799317662089
36.53333	136.61667	Nonoichi	JP	Asia/Tokyo	8630330696303482238
41.55815	-73.0515	Waterbury	US	America/New_York	359043379931766619
44.43579	26.01649	Sector 6	RO	Europe/Bucharest	863033069630348362
33.42585	-6.00137	Oulmes	MA	Africa/Casablanca	3590433799317661065
11.86064	9.0027	Gaya	NG	Africa/Lagos	8630330696303482485
50.7236	-3.52751	Exeter	GB	Europe/London	8630330696303481024
56.9083	60.8019	Beryozovsky	RU	Asia/Yekaterinburg	863033069630348537
10.63504	-85.43772	Liberia	CR	America/Costa_Rica	359043379931766965
52.71083	5.74861	Emmeloord	NL	Europe/Amsterdam	359043379931766429
-26.22861	-52.67056	Pato Branco	BR	America/Sao_Paulo	3590433799317661537
46.32374	-120.00865	Sunnyside	US	America/Los_Angeles	3590433799317661255
30.24706	115.04814	Huangshi	CN	Asia/Shanghai	8630330696303481859
50.82882	-0.32247	Lancing	GB	Europe/London	359043379931766973
58.04254	65.27258	Tavda	RU	Asia/Yekaterinburg	8630330696303482451
41.41204	2.18247	el Camp de l'Arpa del Clot	ES	Europe/Madrid	8630330696303481297
-7.76667	35.7	Iringa	TZ	Africa/Dar_es_Salaam	3590433799317661644
12.25282	79.41727	Gingee	IN	Asia/Kolkata	863033069630348768
47.38093	-122.23484	Kent	US	America/Los_Angeles	863033069630348008
50.74497	3.20639	Mouscron	BE	Europe/Brussels	863033069630348107
39.33427	-76.43941	Middle River	US	America/New_York	8630330696303481743
49.195061	16.606836	Brno	CZ	Europe/Prague	8630330696303482170
32.52515	-93.75018	Shreveport	US	America/Chicago	8630330696303482147
23.15678	-81.24441	Varadero	CU	America/Havana	3590433799317662220
49.952431	15.268654	Kutná Hora	CZ	Europe/Prague	863033069630348891
37.49073	-2.77259	Baza	ES	Europe/Madrid	8630330696303481909
23.07492	88.28637	Pandua	IN	Asia/Kolkata	863033069630348032
49.738430	13.373637	Plzeň	CZ	Europe/Prague	359043379931766395
34.75856	136.13108	Ueno-ebisumachi	JP	Asia/Tokyo	8630330696303481198
32.35126	-95.30106	Tyler	US	America/Chicago	8630330696303481164
50.64336	7.2278	Bad Honnef	DE	Europe/Berlin	3590433799317661883
53.59337	9.47629	Stade	DE	Europe/Berlin	359043379931766981
36.76775	2.95924	Cheraga	DZ	Africa/Algiers	863033069630348412
-15.21194	-75.11028	Minas de Marcona	PE	America/Lima	863033069630348305
39.78504	-85.76942	Greenfield	US	America/Indiana/Indianapolis	8630330696303482089
30.29184	71.67164	Qadirpur Ran	PK	Asia/Karachi	359043379931766163
37.49223	15.07041	Catania	IT	Europe/Rome	863033069630348255
52.2	8.63333	Kirchlengern	DE	Europe/Berlin	3590433799317662345
50.7236	-3.52751	Exeter	GB	Europe/London	3590433799317661875
45.9836	12.70038	Cordenons	IT	Europe/Rome	863033069630348941
20.22816	-103.5687	Zacoalco de Torres	MX	America/Mexico_City	3590433799317661420
33.42585	-6.00137	Oulmes	MA	Africa/Casablanca	359043379931766361
-7.81667	112.01667	Kediri	ID	Asia/Jakarta	359043379931766825
-4.5833	15.16554	Kasangulu	CD	Africa/Kinshasa	8630330696303481255
53.94313	10.30215	Bad Segeberg	DE	Europe/Berlin	8630330696303481495
9.92787	-84.13722	San Rafael	CR	America/Costa_Rica	863033069630348651
41.91886	8.73812	Ajaccio	FR	Europe/Paris	863033069630348966
-21.42917	-45.94722	Alfenas	BR	America/Sao_Paulo	8630330696303481933
43.61062	-72.97261	Rutland	US	America/New_York	863033069630348743
50.82709	6.9747	Wesseling	DE	Europe/Berlin	359043379931766015
51.67822	33.9162	Hlukhiv	UA	Europe/Kyiv	3590433799317662410
33.08014	-83.2321	Milledgeville	US	America/New_York	3590433799317661768
45.69558	4.7934	Saint-Genis-Laval	FR	Europe/Paris	8630330696303481438
33.92946	-116.97725	Beaumont	US	America/Los_Angeles	3590433799317661537
51.168	7.973	Finnentrop	DE	Europe/Berlin	359043379931766049
-1.9487	30.4347	Rwamagana	RW	Africa/Kigali	8630330696303481925
29.22254	79.5286	Haldwani	IN	Asia/Kolkata	359043379931766783
51.84819	1.26738	Walton-on-the-Naze	GB	Europe/London	3590433799317662162
41.41204	2.18247	el Camp de l'Arpa del Clot	ES	Europe/Madrid	863033069630348909
53.83333	-2.98333	Poulton-le-Fylde	GB	Europe/London	3590433799317661958
53.19146	-2.52398	Winsford	GB	Europe/London	863033069630348792
12.97389	123.99333	Sorsogon	PH	Asia/Manila	8630330696303482402
-21.41222	-42.19667	Miracema	BR	America/Sao_Paulo	3590433799317661792
54.8421	46.5813	Alatyr‚Äô	RU	Europe/Moscow	8630330696303481834
11.8659	34.3869	Ar Ruseris	SD	Africa/Khartoum	8630330696303481065
24.41288	76.56719	Aklera	IN	Asia/Kolkata	8630330696303481966
-1.6	103.61667	Jambi City	ID	Asia/Jakarta	359043379931766056
23.0072	-82.4017	Boyeros	CU	America/Havana	863033069630348461
61.72744	17.10558	Hudiksvall	SE	Europe/Stockholm	8630330696303481974
41.47892	-87.45476	Schererville	US	America/Chicago	8630330696303481107
27.0174	49.62251	Al Jubayl	SA	Asia/Riyadh	863033069630348081
29.21399	78.95693	Kashipur	IN	Asia/Kolkata	359043379931766734
26.2173	-80.22588	North Lauderdale	US	America/New_York	359043379931766056
3.3285	99.1625	Tebingtinggi	ID	Asia/Jakarta	359043379931766718
-11.78333	19.91667	Luena	AO	Africa/Luanda	8630330696303482220
32.9156	-117.14392	Mira Mesa	US	America/Los_Angeles	8630330696303481693
10.12268	77.54372	Periyakulam	IN	Asia/Kolkata	359043379931766155
34.81667	137.4	Toyokawa	JP	Asia/Tokyo	8630330696303481750
51.65	-0.2	Barnet	GB	Europe/London	8630330696303481339
43.61058	1.33467	Colomiers	FR	Europe/Paris	863033069630348107
50.8	3.16667	Wevelgem	BE	Europe/Brussels	359043379931766361
50.82882	-0.32247	Lancing	GB	Europe/London	359043379931766627
-22.57306	-47.1725	Artur Nogueira	BR	America/Sao_Paulo	8630330696303482022
41.82143	41.77921	Kobuleti	GE	Asia/Tbilisi	863033069630348123
8.35122	-62.64102	Ciudad Guayana	VE	America/Caracas	3590433799317661719
50.598427	13.610242	Litvínov	CZ	Europe/Prague	863033069630348388
40.56754	-89.64066	Pekin	US	America/Chicago	8630330696303481040
50.50301	13.63617	Most	CZ	Europe/Prague	8630330696303482345
20.88953	-156.47432	Kahului	US	Pacific/Honolulu	8630330696303481438
32.52515	-93.75018	Shreveport	US	America/Chicago	863033069630348172
42.35843	-71.05977	Boston	US	America/New_York	359043379931766171
36.61033	-88.31476	Murray	US	America/Chicago	863033069630348693
11.15583	42.7125	'Ali Sabieh	DJ	Africa/Djibouti	359043379931766064
12.37169	123.62494	Masbate	PH	Asia/Manila	8630330696303481461
59.33333	18.28333	Boo	SE	Europe/Stockholm	359043379931766445
32.9156	-117.14392	Mira Mesa	US	America/Los_Angeles	8630330696303481560
39.46667	141.95	Yamada	JP	Asia/Tokyo	3590433799317662063
16.455	120.5875	La Trinidad	PH	Asia/Manila	8630330696303481230
27.55898	68.21204	Larkana	PK	Asia/Karachi	3590433799317661537
20.88197	85.83334	Bhuban	IN	Asia/Kolkata	8630330696303481024
43.67681	4.63031	Arles	FR	Europe/Paris	359043379931766601
53.14657	140.72287	Nikolayevsk-on-Amure	RU	Asia/Vladivostok	8630330696303482444
43.61058	1.33467	Colomiers	FR	Europe/Paris	3590433799317661776
64.5635	39.8302	Severodvinsk	RU	Europe/Moscow	863033069630348636
-21.44345	-65.71875	Tupiza	BO	America/La_Paz	3590433799317662303
7.83389	-72.47417	Villa del Rosario	CO	America/Bogota	359043379931766833
-26.93366	29.24152	Standerton	ZA	Africa/Johannesburg	3590433799317661388
12.95629	78.27539	Robertsonpet	IN	Asia/Kolkata	863033069630348255
48.975658	14.480255	České Budějovice	CZ	Europe/Prague	359043379931766254
53.78333	-1.06667	Selby	GB	Europe/London	359043379931766593
52.48173	-2.12139	Brierley Hill	GB	Europe/London	359043379931766387
8.79577	-75.69947	San Carlos	CO	America/Bogota	3590433799317661867
52.09	5.23333	Zeist	NL	Europe/Amsterdam	3590433799317661636
1.6	103.81667	Ulu Tiram	MY	Asia/Kuala_Lumpur	863033069630348594
-31.25033	-61.4867	Rafaela	AR	America/Argentina/Cordoba	3590433799317661883
48.35149	8.96317	Hechingen	DE	Europe/Berlin	863033069630348065
14.37395	100.48528	Bang Ban	TH	Asia/Bangkok	359043379931766387
33.98154	-81.23621	Lexington	US	America/New_York	8630330696303482063
50.56149	4.69889	Gembloux	BE	Europe/Brussels	3590433799317661602
0.03813	36.36339	Nyahururu	KE	Africa/Nairobi	8630330696303482139
39.59611	27.02444	Edremit	TR	Europe/Istanbul	863033069630348206
18.87813	72.93924	Uran	IN	Asia/Kolkata	3590433799317661164
10.20898	123.758	Naga	PH	Asia/Manila	8630330696303482238
32.54044	-82.90375	Dublin	US	America/New_York	863033069630348123
44.99012	-123.02621	Keizer	US	America/Los_Angeles	3590433799317661586
40.49748	44.7662	Hrazdan	AM	Asia/Yerevan	8630330696303481495
