ts	imei	mwra	c.android.youtube	c.dogalize	c.android.chrome	c.katana	c.android.gm	c.android.vending	c.UCMobile.intl	c.UCMobile.x86	c.updateassist	c.raider
2018-05-07 13:02:00	8630330696303481370	1.00000	12.59757	12.34151	12.97671	16.04401	9.89035	0.00456	29.23378	55.97183	55.54067	25.65529
2018-05-07 13:03:00	3590433799317662113	0.00000	8.08219	7.86630	16.72032	10.86252	11.56695	0.00217	53.97284	16.44994	81.35467	53.41046
2018-05-07 13:04:00	3590433799317661834	1.00000	11.73361	8.35190	9.73017	7.99989	11.51070	0.00017	37.04630	97.31064	94.01648	98.91809
2018-05-07 13:05:00	8630330696303481180	1.00000	15.78712	9.19481	10.27366	6.57818	10.34577	0.00251	1.58809	37.46450	85.07992	90.95128
2018-05-07 13:06:00	8630330696303481917	0.00000	9.83027	11.39650	12.13807	14.44366	5.14537	0.00288	81.34035	88.98488	50.33800	87.26347
2018-05-07 13:07:00	3590433799317661768	1.00000	16.23131	13.12903	13.58925	14.20884	8.44783	0.00961	4.76783	0.50556	34.52454	31.00928
2018-05-07 13:08:00	359043379931766536	1.00000	13.83643	13.14394	12.31635	14.35672	9.93795	0.00537	88.19714	91.63211	82.80129	9.91816
2018-05-07 13:09:00	8630330696303482451	0.00000	14.68598	10.57617	12.38442	17.12691	10.78748	0.23551	4.19099	9.49211	73.32707	92.88013
2018-05-07 13:10:00	863033069630348834	1.00000	10.54265	6.24125	5.04258	10.08835	4.78215	0.00136	82.47539	26.78640	2.53154	44.13437
2018-05-07 13:11:00	8630330696303482063	1.00000	14.34663	10.55492	7.77748	10.23790	8.62913	0.00528	45.85012	21.71719	42.97680	70.03306
2018-05-07 13:12:00	3590433799317662287	1.00000	11.16095	14.76783	15.28659	14.33091	11.41788	0.01054	73.95756	53.62109	25.13494	48.57994
2018-05-07 13:13:00	3590433799317662238	1.00000	12.18797	14.96014	16.96464	11.56975	8.81058	0.00375	85.00846	94.32728	71.44352	64.07562
2018-05-07 13:14:00	863033069630348073	1.00000	12.29054	11.04570	8.44433	10.68675	10.19118	0.00035	40.90968	19.46904	22.28140	65.50745
2018-05-07 13:15:00	3590433799317661495	1.00000	14.12176	10.90271	8.84848	9.80292	9.69933	0.02342	56.45824	12.25621	65.90931	41.95505
2018-05-07 13:16:00	8630330696303482113	1.00000	14.30370	12.99145	9.54565	13.07396	10.54892	0.03577	93.34672	43.70221	21.27160	26.82933
2018-05-07 13:17:00	3590433799317661446	1.00000	9.45393	13.13553	14.27823	10.69978	8.90293	0.00503	62.62643	1.91424	54.48928	43.63961
2018-05-07 13:18:00	863033069630348537	0.00000	9.24854	9.78227	14.90179	13.31931	9.86553	0.03854	1.23098	75.92298	36.95582	50.84541
2018-05-07 13:19:00	863033069630348966	1.00000	16.36609	9.85305	13.04499	8.22025	11.12362	0.00261	23.57361	26.18646	24.37780	10.30135
2018-05-07 13:20:00	3590433799317661982	0.00000	4.92147	7.21505	16.25368	9.98318	15.18691	0.04080	94.10246	14.55453	71.44014	27.65527
2018-05-07 13:21:00	863033069630348453	0.00000	12.28466	10.54430	13.70156	14.01597	12.66298	0.23405	43.86446	11.21921	11.40043	78.56817
2018-05-07 13:22:00	359043379931766445	0.00000	8.16134	10.65721	12.93082	9.73370	12.85680	0.00098	93.87824	31.76171	81.30105	33.32331
2018-05-07 13:23:00	3590433799317661008	1.00000	14.29236	14.34595	16.35012	11.89241	10.77688	0.00102	14.28692	86.59850	73.56701	93.23322
2018-05-07 13:24:00	359043379931766122	0.00000	8.52440	10.19675	15.46408	12.75296	10.01378	0.16476	35.73954	41.45182	15.93762	90.94971
2018-05-07 13:25:00	863033069630348107	1.00000	15.16529	9.45674	8.60258	9.70323	7.95757	0.00383	64.34742	1.34969	5.67647	51.51904
2018-05-07 13:26:00	863033069630348131	1.00000	13.99206	9.05968	7.60748	11.46376	7.03839	0.00572	54.73774	69.74790	50.54786	66.32063
2018-05-07 13:27:00	8630330696303481248	1.00000	14.49196	9.04086	9.06283	11.29257	6.89564	0.00284	91.41218	39.17376	49.18328	84.85383
2018-05-07 13:28:00	359043379931766403	0.00000	11.00320	13.09238	12.01166	9.45475	14.98412	0.00536	23.48017	20.04829	16.08261	0.98755
2018-05-07 13:29:00	3590433799317661115	0.00000	9.18090	8.76085	14.29600	13.00526	7.85390	0.27832	27.96604	52.07164	90.56269	81.98230
2018-05-07 13:30:00	3590433799317662360	1.00000	13.75638	14.86329	16.29332	11.96682	11.90266	0.00219	35.76215	51.81982	60.55326	84.49221
2018-05-07 13:31:00	359043379931766650	1.00000	17.17373	10.58642	12.12152	11.87419	7.46310	0.00049	75.55235	29.65357	5.44531	79.07658
2018-05-07 13:32:00	863033069630348610	1.00000	16.76284	17.23647	15.18908	10.79503	6.43812	0.00551	67.90745	96.80188	59.38472	14.67626
2018-05-07 13:33:00	8630330696303482451	1.00000	13.03822	9.44041	8.81838	7.82390	8.64844	0.00025	13.93667	25.49193	78.08832	30.93186
2018-05-07 13:34:00	8630330696303481453	0.00000	9.81422	10.28487	13.71357	14.80229	8.37600	0.10606	78.38373	31.44061	86.30985	94.66914
2018-05-07 13:35:00	359043379931766619	1.00000	10.59591	15.00807	14.91790	15.05077	12.71043	0.00169	61.39007	28.54574	1.12987	3.30316
2018-05-07 13:36:00	863033069630348115	0.00000	9.85382	11.48700	14.78065	10.62825	14.44400	0.00920	44.58207	93.51050	43.91112	74.37227
2018-05-07 13:37:00	3590433799317661800	0.00000	8.53753	9.40941	16.72021	10.07738	14.33574	7.99175	35.19110	64.58170	92.08845	89.01855
2018-05-07 13:38:00	863033069630348115	0.00000	9.24681	12.43032	12.91880	8.70089	14.27534	0.26506	66.86797	68.30191	32.43249	95.44428
2018-05-07 13:39:00	8630330696303481180	0.00000	11.79801	11.29767	9.02083	15.94570	10.88748	0.08308	54.39737	54.09865	95.80405	14.62700
2018-05-07 13:40:00	8630330696303481883	0.00000	9.80109	8.54505	14.49948	9.35282	14.39847	2.24584	7.47961	77.21407	46.28126	72.71862
2018-05-07 13:41:00	3590433799317661123	0.00000	4.92520	9.18899	10.19686	6.83224	15.53019	0.01257	0.08753	17.07994	10.94715	49.44140
2018-05-07 13:42:00	3590433799317662022	0.00000	8.43684	6.30398	14.49823	8.16060	15.12246	0.84506	13.30835	56.69851	20.85456	25.84753
2018-05-07 13:43:00	863033069630348636	0.00000	10.49151	9.85187	9.78549	14.08367	11.20810	0.01966	61.85892	98.80842	40.91638	23.14748
2018-05-07 13:44:00	8630330696303481115	0.00000	8.31199	7.71753	15.53873	11.90432	8.53308	0.00046	54.09067	75.13196	21.94260	94.06109
2018-05-07 13:45:00	8630330696303481081	1.00000	12.31355	13.41223	16.95676	14.56522	7.49958	0.00122	79.76850	75.68132	96.45875	63.99591
2018-05-07 13:46:00	359043379931766171	1.00000	14.41670	10.17266	10.81479	8.14931	11.23757	0.00107	33.27193	36.97083	33.06782	83.67120
2018-05-07 13:47:00	359043379931766932	0.00000	9.44738	15.16011	12.71945	9.98389	14.04012	0.00028	49.88617	86.77867	63.94838	70.41656
2018-05-07 13:48:00	863033069630348545	0.00000	10.62475	9.71094	15.28100	14.85040	9.71568	0.02486	59.05352	80.03922	51.15771	58.20473
2018-05-07 13:49:00	3590433799317662311	1.00000	14.67479	9.20075	13.22734	8.62989	11.91108	0.00093	22.20577	97.14009	42.02963	42.20217
2018-05-07 13:50:00	3590433799317662246	1.00000	14.94477	12.26121	10.89992	14.01659	10.20072	0.00577	76.13782	28.20815	59.07183	51.03065
2018-05-07 13:51:00	3590433799317662246	0.00000	8.23399	9.37303	14.97057	11.20841	8.45470	0.06711	16.35475	68.81782	54.67250	10.57005
2018-05-07 13:52:00	3590433799317661974	0.00000	10.73980	11.54772	13.67622	12.95602	11.61233	0.00220	1.13684	44.42156	15.41324	97.26868
2018-05-07 13:53:00	8630330696303481511	0.00000	12.85544	13.65078	16.72107	13.97534	11.40187	0.06747	58.71128	14.86261	5.44333	22.60183
2018-05-07 13:54:00	8630330696303481180	1.00000	15.99213	14.11175	11.53069	11.59682	11.82321	0.00604	34.87040	81.79860	15.18992	13.61488
2018-05-07 13:55:00	3590433799317661099	0.00000	13.34285	10.49237	8.67679	9.14091	10.99805	0.00123	64.15599	9.53691	89.06523	90.48336
2018-05-07 13:56:00	359043379931766338	1.00000	13.10272	8.01102	8.01643	9.76755	6.87357	0.00037	39.05172	42.41982	51.89642	2.27845
2018-05-07 13:57:00	863033069630348644	1.00000	15.59742	11.40179	10.42428	11.98909	10.81303	0.02315	47.70202	71.16066	20.99225	11.79339
2018-05-07 13:58:00	8630330696303482311	0.00000	8.96636	9.47395	12.02497	13.31334	9.43632	0.02583	56.25293	2.27336	89.44816	95.17424
2018-05-07 13:59:00	3590433799317661578	0.00000	11.97014	12.33684	10.83958	11.11427	12.47771	0.00419	72.93168	46.51148	8.09662	74.77698
2018-05-07 14:00:00	359043379931766072	1.00000	13.73862	8.77058	8.83237	9.01023	6.54137	0.00034	82.63627	69.88929	50.67712	47.27524
2018-05-07 14:01:00	863033069630348834	1.00000	12.93812	11.62843	10.44124	10.38432	10.16128	0.00319	94.74397	26.62904	9.07966	10.82508
2018-05-07 14:02:00	3590433799317661073	1.00000	11.91311	9.22443	8.35824	10.07095	10.26320	0.00279	73.92025	70.10956	10.00808	39.45517
2018-05-07 14:03:00	3590433799317662154	1.00000	13.65808	9.95795	9.64223	12.56376	11.59484	0.00915	51.39141	62.67802	34.76052	20.80814
2018-05-07 14:04:00	8630330696303482212	0.00000	11.02245	11.18592	11.45823	16.36461	11.50174	0.09035	81.47164	50.47186	39.91092	51.39407
2018-05-07 14:05:00	3590433799317661784	0.00000	8.80533	11.12397	12.15240	10.48677	13.02953	0.18766	60.92509	27.95755	33.21389	17.61470
2018-05-07 14:06:00	8630330696303481032	1.00000	14.21919	9.49987	9.62675	7.18405	10.13463	0.00152	9.01592	96.90116	85.50462	84.89328
2018-05-07 14:07:00	8630330696303481255	1.00000	12.01301	9.38298	9.19087	17.66867	9.03862	0.00010	88.54574	3.01565	27.51345	40.82648
2018-05-07 14:08:00	359043379931766320	1.00000	14.39216	11.30840	11.13507	13.56615	11.93389	0.00284	26.73265	39.62943	82.91221	2.06693
2018-05-07 14:09:00	359043379931766924	1.00000	14.07495	8.78089	10.19968	7.65014	9.47034	0.00008	36.47254	14.64267	94.50701	62.09906
2018-05-07 14:10:00	8630330696303482345	0.00000	8.70534	11.61868	11.02469	9.15604	12.82186	0.00981	14.51061	12.57966	92.86908	77.79697
2018-05-07 14:11:00	359043379931766262	0.00000	11.52476	10.54526	13.54513	8.27367	14.35664	0.40769	21.41175	89.70091	25.98701	39.93519
2018-05-07 14:12:00	3590433799317661644	1.00000	10.99503	7.32530	15.32901	11.62980	12.98956	0.02539	56.51756	27.28951	13.15418	80.93173
2018-05-07 14:13:00	3590433799317661628	1.00000	12.08513	17.70936	12.91456	13.77036	11.28598	0.01587	24.20414	18.53556	74.21286	69.73492
2018-05-07 14:14:00	8630330696303481230	1.00000	12.60434	8.21695	5.67351	11.99422	4.29319	0.01240	64.03968	20.53756	25.88528	2.58292
2018-05-07 14:15:00	359043379931766718	1.00000	14.44755	13.08089	11.32814	8.75208	12.53880	0.00148	11.57187	81.84237	93.11313	22.20188
2018-05-07 14:16:00	8630330696303481198	1.00000	13.34564	12.46233	14.58246	12.78269	7.85831	0.00027	13.76119	20.28645	74.39536	4.06140
2018-05-07 14:17:00	8630330696303482097	0.00000	6.05873	9.33173	16.64355	10.19120	4.76605	0.02564	64.84176	14.82778	52.33354	61.93519
2018-05-07 14:18:00	8630330696303481420	0.00000	13.87769	13.10655	14.64222	14.25589	9.50936	0.00026	55.99086	91.93786	78.60228	72.31095
2018-05-07 14:19:00	8630330696303482493	0.00000	6.40456	12.25126	14.49273	10.26200	14.04957	0.00260	33.02050	47.19071	91.38387	51.80589
2018-05-07 14:20:00	359043379931766023	0.00000	7.39338	9.70361	12.97527	9.94496	11.65487	0.04650	13.51073	24.83924	99.15316	45.86235
2018-05-07 14:21:00	8630330696303481248	1.00000	15.07947	9.68693	9.97621	7.47546	10.20664	0.00497	95.58091	44.40508	57.31045	66.37683
2018-05-07 14:22:00	3590433799317661024	0.00000	13.07676	11.97161	11.07338	10.83672	13.34676	0.00051	30.75507	25.11747	93.35712	47.49320
2018-05-07 14:23:00	3590433799317662162	1.00000	13.71667	11.82837	11.89878	10.71813	8.88657	0.00256	0.32998	93.74588	39.02908	88.46133
2018-05-07 14:24:00	8630330696303481412	0.00000	9.95809	10.48361	10.95425	13.60419	13.24620	0.93780	44.95924	21.89726	2.14289	11.11205
2018-05-07 14:25:00	8630330696303482352	1.00000	12.86724	16.42573	16.11685	13.03669	9.73585	0.01327	83.88961	72.26670	96.53355	62.17125
2018-05-07 14:26:00	8630330696303481297	1.00000	11.53143	6.93675	8.94026	11.05820	9.90036	0.00094	12.96852	73.15755	10.03277	17.21388
2018-05-07 14:27:00	863033069630348024	0.00000	12.33830	11.38557	13.82911	10.98018	13.82429	0.06500	2.74945	97.75744	74.89341	80.54531
2018-05-07 14:28:00	3590433799317661354	1.00000	12.56599	8.64923	10.07598	6.53211	11.98429	0.00022	99.87116	69.65403	24.07936	0.78978
2018-05-07 14:29:00	359043379931766874	1.00000	12.46195	9.94615	8.61334	11.64075	10.29282	0.00060	96.12822	99.96485	43.17571	76.92385
2018-05-07 14:30:00	8630330696303481560	1.00000	7.45544	10.75272	12.22745	13.94869	12.73873	0.00003	56.90250	19.34053	56.48176	88.01331
2018-05-07 14:31:00	8630330696303481024	0.00000	18.07654	12.97535	16.00685	12.69956	13.57949	0.03509	11.15352	64.41841	44.98881	69.60815
2018-05-07 14:32:00	863033069630348248	0.00000	9.86051	7.12801	13.52511	9.67452	12.12187	0.09697	52.31219	10.66401	72.93098	34.96337
2018-05-07 14:33:00	3590433799317662345	0.00000	10.26994	10.84147	14.78882	13.69434	9.46222	0.13563	57.76253	27.29662	28.92581	31.62427
2018-05-07 14:34:00	8630330696303481289	1.00000	14.44571	11.54261	8.23975	11.93014	10.39830	0.00391	97.68504	6.66952	69.15298	78.37734
2018-05-07 14:35:00	359043379931766387	1.00000	11.33312	10.13075	10.59776	11.33115	10.67598	0.00020	93.44777	84.68233	33.40279	18.63943
2018-05-07 14:36:00	863033069630348420	0.00000	8.78968	10.87533	7.75698	5.25720	15.26164	0.00488	48.88863	67.24463	22.21909	20.35348
2018-05-07 14:37:00	359043379931766254	1.00000	10.05605	8.41090	14.96456	10.57493	13.06802	10.00163	31.92992	35.52182	5.45479	79.54238
2018-05-07 14:38:00	3590433799317661057	0.00000	9.40088	9.60525	13.24054	11.77790	11.00214	0.03515	30.82552	0.03360	22.21084	53.21588
2018-05-07 14:39:00	359043379931766205	1.00000	16.75155	10.72273	11.74896	16.95728	6.93228	0.02915	38.82300	15.71762	65.70596	15.37107
2018-05-07 14:40:00	3590433799317661073	0.00000	8.66879	10.96590	15.53127	11.69267	12.57879	0.03829	22.89615	89.63625	57.30766	47.89768
2018-05-07 14:41:00	863033069630348776	0.00000	8.69699	5.27494	15.76775	9.80137	10.84440	0.03764	11.94774	6.49857	87.80347	54.41938
2018-05-07 14:42:00	3590433799317661297	0.00000	10.41515	14.29946	16.19142	12.64893	13.81780	0.26536	3.27873	23.57597	32.53962	61.81489
2018-05-07 14:43:00	863033069630348867	1.00000	13.49082	9.43117	6.51279	9.46982	10.31752	0.00018	22.91095	97.33899	21.07114	69.54996
2018-05-07 14:44:00	3590433799317662329	1.00000	13.28883	10.68478	8.30846	11.33796	10.38735	0.00064	7.18704	4.13256	10.68718	88.03073
2018-05-07 14:45:00	8630330696303481917	1.00000	13.30202	14.65712	12.89477	14.16256	9.33135	0.00123	39.58637	6.00359	62.87695	34.09663
2018-05-07 14:46:00	359043379931766486	1.00000	12.93751	11.28796	12.50967	14.52706	8.08892	0.00010	84.18169	82.48208	57.03212	48.96454
2018-05-07 14:47:00	3590433799317662204	0.00000	10.63174	8.65530	11.45529	15.12234	11.42371	0.41953	32.20382	82.90415	41.54741	56.11156
2018-05-07 14:48:00	359043379931766478	1.00000	17.98205	12.88653	13.13012	12.32336	9.53192	0.01381	42.99422	39.43873	91.11239	61.62931
2018-05-07 14:49:00	8630330696303482139	0.00000	8.84577	11.19539	12.97658	11.45365	13.90519	0.04834	53.25107	78.12449	82.20358	84.92546
2018-05-07 14:50:00	863033069630348446	1.00000	14.15845	16.41747	15.79271	10.23804	8.42102	0.00017	65.35188	52.82622	72.60609	99.68692
2018-05-07 14:51:00	359043379931766163	0.00000	11.39752	11.84741	11.98206	13.48107	12.53075	0.12297	16.04503	7.90371	57.88749	32.73209
2018-05-07 14:52:00	3590433799317662287	1.00000	10.81705	8.60486	9.23829	9.58177	8.63872	0.00014	19.81415	43.68726	78.76160	82.68501
2018-05-07 14:53:00	3590433799317661842	1.00000	14.04054	9.52372	10.96912	12.00810	11.48874	0.09378	10.54176	52.12901	42.41708	14.02410
2018-05-07 14:54:00	863033069630348081	1.00000	9.68016	9.38442	14.62163	12.04399	11.90627	0.00029	51.83583	81.36098	33.74603	74.50024
2018-05-07 14:55:00	8630330696303481677	0.00000	13.20102	13.08349	10.36266	11.03577	10.79598	0.00035	70.40982	17.63163	71.42439	59.04270
2018-05-07 14:56:00	3590433799317661990	1.00000	13.80110	14.49119	11.58149	12.75232	10.59823	0.00023	27.88403	87.51881	29.87328	13.32278
2018-05-07 14:57:00	3590433799317661859	1.00000	13.98328	9.04404	10.86266	9.99138	10.59028	0.00313	41.92096	75.75231	5.73545	76.48024
2018-05-07 14:58:00	863033069630348297	1.00000	11.62338	13.56468	13.35118	14.12448	10.23015	0.00334	55.04533	55.40070	50.44247	75.90111
2018-05-07 14:59:00	8630330696303481610	1.00000	13.04423	9.69342	10.27680	13.04687	10.53573	0.02866	73.19426	7.20758	57.88299	13.88003
2018-05-07 15:00:00	8630330696303482147	0.00000	10.92149	11.79198	11.51000	15.55040	8.02789	0.14778	29.58332	57.64505	22.03178	23.41232
2018-05-07 15:01:00	3590433799317661172	1.00000	13.46036	13.44652	14.45515	13.08009	9.47585	0.00219	67.89450	71.60738	28.55105	39.89547
2018-05-07 15:02:00	8630330696303481743	1.00000	8.97656	3.88490	5.41587	8.07504	4.29517	0.00012	57.61705	16.39738	2.65304	38.14162
2018-05-07 15:03:00	359043379931766940	0.00000	7.19113	9.53048	16.95642	12.00547	4.93735	0.00402	67.02512	38.48068	16.05789	27.14270
2018-05-07 15:04:00	3590433799317662436	1.00000	14.26614	12.71943	14.06604	12.57651	8.86121	0.00022	64.57186	97.02526	94.40499	57.06254
2018-05-07 15:05:00	359043379931766247	1.00000	16.56587	9.56611	9.61816	8.63773	7.21881	0.00748	77.23386	83.92452	14.25014	48.86673
2018-05-07 15:06:00	863033069630348701	1.00000	13.83424	14.68172	13.11480	14.80039	10.25115	0.00035	32.31945	87.14242	74.12050	79.34814
2018-05-07 15:07:00	359043379931766296	0.00000	11.83887	11.00249	11.58378	13.00328	12.27662	3.31220	58.01928	49.38413	95.63769	86.79752
2018-05-07 15:08:00	3590433799317662451	1.00000	12.47958	10.01159	6.94261	10.54444	7.28610	0.00034	56.15840	43.98595	13.77805	26.29884
2018-05-07 15:09:00	3590433799317661362	0.00000	10.92372	9.92342	12.66423	7.55218	12.93110	0.01044	26.06670	33.05330	24.08505	92.56636
2018-05-07 15:10:00	863033069630348685	1.00000	13.89038	9.81977	11.14126	8.26221	10.21912	0.00063	3.58349	22.13410	5.67423	56.76893
2018-05-07 15:11:00	3590433799317662345	1.00000	16.59414	12.74070	10.12180	12.41852	7.26100	0.00013	98.96065	25.54506	72.16446	65.08321
2018-05-07 15:12:00	3590433799317661602	1.00000	16.80326	18.08001	16.62375	8.39631	8.26201	0.00052	83.13045	49.76678	41.05845	89.96488
2018-05-07 15:13:00	3590433799317661461	1.00000	15.11952	16.55600	12.31894	11.65670	7.76923	0.02223	77.33082	80.08074	50.78647	75.58084
2018-05-07 15:14:00	863033069630348255	1.00000	11.25207	16.40778	15.72971	9.51226	15.25003	0.00277	73.03879	0.08796	23.65106	91.87453
2018-05-07 15:15:00	8630330696303481768	1.00000	10.84708	12.56065	16.84035	13.85419	9.07681	0.00051	8.50016	52.83968	29.47494	42.11018
2018-05-07 15:16:00	359043379931766080	0.00000	8.70321	10.00283	11.83922	9.64849	13.09979	0.00617	49.44228	9.15769	49.18736	2.03214
2018-05-07 15:17:00	359043379931766080	0.00000	11.46612	8.64998	8.51839	7.31237	12.61830	0.00219	36.64004	53.85643	0.90474	42.70918
2018-05-07 15:18:00	863033069630348206	0.00000	10.98307	7.81699	11.51612	6.73669	14.78606	0.00597	72.95775	89.12543	90.14289	2.61312
2018-05-07 15:19:00	8630330696303482360	1.00000	13.12304	9.16839	6.23070	11.14135	8.11453	0.00458	98.74130	14.62778	36.53963	1.76583
2018-05-07 15:20:00	359043379931766114	0.00000	9.91963	9.32975	12.91730	13.99203	7.79821	0.01968	76.12137	94.60329	73.34176	82.75769
2018-05-07 15:21:00	3590433799317662154	1.00000	12.46040	15.39886	16.98463	13.95636	8.24554	0.00250	22.30854	29.36628	95.36965	77.30080
2018-05-07 15:22:00	359043379931766114	1.00000	12.85841	15.10021	14.51272	10.77437	7.54270	0.00123	96.42782	11.22539	35.84731	27.25697
2018-05-07 15:23:00	8630330696303481636	1.00000	14.25067	10.12293	13.55445	6.49351	13.65836	0.00104	37.61489	20.74554	60.36453	87.85155
2018-05-07 15:24:00	3590433799317661818	0.00000	5.80911	7.94847	15.17750	10.00007	13.88521	0.15857	67.21175	13.55508	78.69767	3.08085
2018-05-07 15:25:00	863033069630348537	1.00000	13.38910	10.90179	10.08001	8.52298	10.38540	0.00164	20.31670	59.74970	9.58094	83.19709
2018-05-07 15:26:00	863033069630348727	1.00000	14.17617	12.44889	17.62354	12.74553	7.58861	0.00453	71.16434	25.45996	17.30466	95.61953
2018-05-07 15:27:00	359043379931766429	0.00000	10.16918	9.62986	12.60213	13.00340	11.13644	0.06646	17.69131	34.47745	56.09044	24.27866
2018-05-07 15:28:00	863033069630348529	1.00000	14.71248	8.97307	9.23717	11.60446	8.08211	0.02836	53.65893	31.31984	45.93342	2.90147
2018-05-07 15:29:00	8630330696303481453	0.00000	9.48630	9.71779	10.18759	14.48404	7.59954	0.00702	43.06229	53.18025	80.46587	2.07586
2018-05-07 15:30:00	863033069630348297	1.00000	9.06917	6.91687	8.80747	6.20818	11.72357	0.00002	43.72453	34.97211	59.81029	60.96047
2018-05-07 15:31:00	8630330696303482204	0.00000	5.55909	8.58377	15.16688	10.75565	13.08558	0.00250	69.94191	90.01363	52.42943	59.55725
2018-05-07 15:32:00	359043379931766106	0.00000	11.11866	7.64228	14.06669	15.26282	11.56618	0.07488	50.08927	31.69226	24.52001	47.56892
2018-05-07 15:33:00	863033069630348644	1.00000	13.53735	10.08108	10.77059	9.86294	11.01213	0.00168	7.35829	7.76655	44.51882	0.66822
2018-05-07 15:34:00	863033069630348081	0.00000	10.46973	9.48315	13.02268	7.70397	16.33009	0.05613	7.72220	85.51451	18.13333	35.45253
2018-05-07 15:35:00	8630330696303482345	1.00000	14.68857	12.40995	11.28873	10.99482	13.20962	0.00584	53.34986	34.22265	23.60184	9.44532
2018-05-07 15:36:00	3590433799317661925	1.00000	12.33941	13.31352	14.27447	11.72518	10.20107	0.00008	82.28422	88.09937	63.08171	22.86678
2018-05-07 15:37:00	3590433799317662337	1.00000	16.65376	14.81502	16.08917	11.23737	9.62714	0.00012	2.20964	27.66395	64.58729	17.66367
2018-05-07 15:38:00	863033069630348651	1.00000	11.97967	6.44378	10.17047	5.98729	10.65844	0.00021	82.46128	19.98164	85.33496	26.20305
2018-05-07 15:39:00	8630330696303482378	1.00000	9.87164	12.63053	13.22210	16.96762	10.69837	0.00010	28.44115	32.25820	35.62107	78.30161
2018-05-07 15:40:00	8630330696303481511	1.00000	14.99736	13.05360	13.64433	15.40099	9.26917	0.03996	25.39193	80.37412	24.55999	86.82406
2018-05-07 15:41:00	3590433799317661628	1.00000	12.29561	7.86414	11.05223	7.11922	12.62767	0.00056	21.62020	82.90138	75.37243	92.87845
2018-05-07 15:42:00	8630330696303481859	1.00000	12.75036	15.12133	11.21095	14.30605	3.31239	0.00013	99.88103	69.03222	60.81575	96.62406
2018-05-07 15:43:00	8630330696303481693	1.00000	15.21446	11.27816	12.12826	13.58133	7.52532	0.00033	47.05177	93.78320	29.69951	37.27822
2018-05-07 15:44:00	3590433799317662048	1.00000	13.33316	12.86985	15.22785	12.65453	11.44757	0.00169	22.04636	32.01929	17.48297	75.88060
2018-05-07 15:45:00	8630330696303482204	0.00000	11.68531	9.87845	15.16610	11.51239	11.90620	0.01374	55.46597	46.35092	60.13226	12.03396
2018-05-07 15:46:00	3590433799317661602	0.00000	9.15728	13.08556	10.52137	9.49097	13.57001	0.00045	85.91361	38.97693	20.50002	74.59933
2018-05-07 15:47:00	359043379931766098	0.00000	8.27120	7.74699	16.29101	11.49445	9.00954	0.00583	19.69467	15.84999	39.98084	41.11308
2018-05-07 15:48:00	3590433799317661388	1.00000	11.22022	7.67579	10.04971	5.82495	9.84747	0.00009	66.27657	5.15365	9.97973	68.99375
2018-05-07 15:49:00	863033069630348107	1.00000	15.80450	12.10576	13.03411	12.42132	7.85131	0.00112	0.18526	27.34207	51.69472	4.27559
2018-05-07 15:50:00	359043379931766023	1.00000	17.74464	11.40193	10.86203	12.96402	11.39417	0.00307	68.32063	81.39674	61.02453	11.60390
2018-05-07 15:51:00	3590433799317661479	1.00000	14.53962	11.95386	13.06791	17.13699	9.75591	0.00725	54.02928	30.13972	73.68807	34.20442
2018-05-07 15:52:00	863033069630348388	1.00000	12.44382	16.21937	14.89165	12.03180	9.87386	0.00205	79.35957	64.93441	40.29172	6.56787
2018-05-07 15:53:00	359043379931766882	1.00000	13.16624	9.57402	11.19414	14.07386	10.56977	0.00023	88.33830	88.77651	42.32303	17.81677
2018-05-07 15:54:00	8630330696303482311	0.00000	11.98692	10.01598	13.71137	9.15533	13.89019	0.02036	51.74773	14.45196	92.27540	88.34679
2018-05-07 15:55:00	359043379931766270	0.00000	7.10007	10.63402	16.37686	9.07582	7.37854	0.01328	84.68174	74.92461	92.86229	99.76559
2018-05-07 15:56:00	3590433799317661008	1.00000	14.61899	11.57468	11.68864	11.52582	11.17210	0.00235	18.47643	26.72776	73.17068	71.47706
2018-05-07 15:57:00	8630330696303482451	1.00000	14.78869	11.17920	13.87880	12.05087	11.43295	0.00029	13.69116	13.52247	34.09665	55.34294
2018-05-07 15:58:00	863033069630348172	1.00000	8.35811	6.59570	6.76966	12.11941	10.56794	0.00039	0.86598	84.43230	11.11681	23.08665
2018-05-07 15:59:00	3590433799317661248	0.00000	10.67967	10.91188	11.17854	10.25850	12.01349	0.74891	1.32976	73.80376	66.14469	47.87210
2018-05-07 16:00:00	359043379931766528	0.00000	10.19586	9.48602	14.51683	14.27423	11.16890	0.08024	12.49634	23.21159	19.83616	30.42953
2018-05-07 16:01:00	3590433799317661594	1.00000	14.61650	9.02427	10.74451	10.39297	12.71311	0.00280	38.53042	81.83103	65.28613	39.93324
2018-05-07 16:02:00	359043379931766981	0.00000	9.76922	8.34756	14.00226	12.21545	12.57821	0.05826	53.53704	40.85190	87.43150	62.18161
2018-05-07 16:03:00	3590433799317661164	1.00000	16.95548	12.41962	13.85320	13.77011	7.67914	0.00309	55.47868	16.07237	70.06316	8.50274
2018-05-07 16:04:00	8630330696303482113	0.00000	9.00507	10.95007	11.78908	12.27121	10.25159	0.22199	10.95213	22.29886	3.47193	65.32615
2018-05-07 16:05:00	8630330696303482063	1.00000	15.15928	12.40747	11.65779	16.61569	4.91901	0.00443	5.59995	56.45476	59.00108	22.78773
